#19201-19500 Amani 19501-19800 Atal'ai 19801-20100 Razorbranch 20101-20400 Firetree  20401-20700 Mossflayer 20701-21000 Revantusk 21001-21300 Vilebrach 21301-21600 Shadowpine 21601-21900 Whitebark 21901-22200 Bloodscalp
#22201-22500 Darkspear 22501-22800 Gurubashi 22801-23100 Shatterspear 23101-23400 Drakkari 23401-23700 Frostmane 23701-24000 Sandfury 24001-24300 Smolderthorn 24301-24600 Shadowglen 24601-24900 Winterax 
#24901-25200 Winterfang 25201-25500 Shadowtooth 25501-25700 Zandalari 25701-26000 Zulian 26001-26300 Razzashi

#Dynasties 19001 - 19200 used for named troll characters


21869 = { name = "Diya" culture = witherbark }
21870 = { name = "Odili" culture = witherbark }
21871 = { name = "Ibori" culture = witherbark }
21872 = { name = "Igbinedion" culture = witherbark }
21873 = { name = "Alamiyeseigha" culture = witherbark }
21874 = { name = "Yar'adua" culture = witherbark }
21875 = { name = "Akpabio" culture = witherbark }
21876 = { name = "Attah" culture = witherbark }
21877 = { name = "Chukwumereije" culture = witherbark }
21878 = { name = "Akunyili" culture = witherbark }
21879 = { name = "Iweala" culture = witherbark }
21880 = { name = "Okonjo" culture = witherbark }
21881 = { name = "Ezekwesili" culture = witherbark }
21882 = { name = "Achebe" culture = witherbark }
21883 = { name = "Soyinka" culture = witherbark }
21884 = { name = "Solarin" culture = witherbark }
21885 = { name = "Gbadamosi" culture = witherbark }
21886 = { name = "Olanrewaju" culture = witherbark }
21887 = { name = "Magoro" culture = witherbark }
21888 = { name = "Madaki" culture = witherbark }
21889 = { name = "Jang" culture = witherbark }
21890 = { name = "Oyinlola" culture = witherbark }
21891 = { name = "Oyenusi" culture = witherbark }
21892 = { name = "Onejekwe" culture = witherbark }
21893 = { name = "Onwudine" culture = witherbark }
21894 = { name = "Jakande" culture = witherbark }
21895 = { name = "Kalejaiye" culture = witherbark }
21896 = { name = "Igwe" culture = witherbark }
21897 = { name = "Eze" culture = witherbark }
21898 = { name = "Obi" culture = witherbark }
21899 = { name = "Ngige" culture = witherbark }
21900 = { name = "Uba" culture = witherbark }



21901 = { name = "Armorai" culture = bloodscalp }
21902 = { name = "Pogine" culture = bloodscalp }
21903 = { name = "Talaniji" culture = bloodscalp }
21904 = { name = "Ilatike" culture = bloodscalp }
21905 = { name = "Nagetza" culture = bloodscalp }
21906 = { name = "Vetla" culture = bloodscalp }
21907 = { name = "Tajani" culture = bloodscalp }
21908 = { name = "Tregweni" culture = bloodscalp }
21909 = { name = "Valakidu" culture = bloodscalp }
21910 = { name = "Zebuwa" culture = bloodscalp }
21911 = { name = "Armani" culture = bloodscalp }
21912 = { name = "Berwandi" culture = bloodscalp }
21913 = { name = "Huntani" culture = bloodscalp }
21914 = { name = "Kontala" culture = bloodscalp }
21915 = { name = "Gyatsu" culture = bloodscalp }
21916 = { name = "Zuldani" culture = bloodscalp }
21917 = { name = "Makari" culture = bloodscalp }
21918 = { name = "Barraki" culture = bloodscalp }
21919 = { name = "Tsanami" culture = bloodscalp }
21920 = { name = "Bwotswani" culture = bloodscalp }
21921 = { name = "Mossami" culture = bloodscalp }
21922 = { name = "Mossa" culture = bloodscalp }
21923 = { name = "Nzala" culture = bloodscalp }
21924 = { name = "Mbakala" culture = bloodscalp }
21925 = { name = "Tzala" culture = bloodscalp }
21926 = { name = "Zora" culture = bloodscalp }
21927 = { name = "Bandbani" culture = bloodscalp }
21928 = { name = "Terojin" culture = bloodscalp }
21929 = { name = "Tonami" culture = bloodscalp }
21930 = { name = "Uchi'hala" culture = bloodscalp }
21931 = { name = "Ala'tor" culture = bloodscalp }
21932 = { name = "Sala'jin" culture = bloodscalp }
21933 = { name = "Tol'gashi" culture = bloodscalp }
21934 = { name = "Val'jin" culture = bloodscalp }
21935 = { name = "Val'jala" culture = bloodscalp }
21936 = { name = "Val'daka" culture = bloodscalp }
21937 = { name = "Putikala" culture = bloodscalp }
21938 = { name = "Xuhala" culture = bloodscalp }
21939 = { name = "Xuhanaka" culture = bloodscalp }
21940 = { name = "Ostawa" culture = bloodscalp }
21941 = { name = "Ostawana" culture = bloodscalp }
21942 = { name = "Ostmawi" culture = bloodscalp }
21943 = { name = "Dkana" culture = bloodscalp }
21944 = { name = "Arakana" culture = bloodscalp }
21945 = { name = "Garakana" culture = bloodscalp }
21946 = { name = "Grakhana" culture = bloodscalp }
21947 = { name = "Makarena" culture = bloodscalp }
21948 = { name = "Malakara" culture = bloodscalp }
21949 = { name = "Tonamala" culture = bloodscalp }
21950 = { name = "Bwotsugala" culture = bloodscalp }
21951 = { name = "Motani" culture = bloodscalp }
21952 = { name = "Motami" culture = bloodscalp }
21953 = { name = "Nasrani" culture = bloodscalp }
21954 = { name = "Dkala" culture = bloodscalp }
21955 = { name = "Ukhala" culture = bloodscalp }
21956 = { name = "Ughandi" culture = bloodscalp }
21957 = { name = "Maldambi" culture = bloodscalp }
21958 = { name = "Maldonambi" culture = bloodscalp }
21959 = { name = "Kuretaka" culture = bloodscalp }
21960 = { name = "Hala" culture = bloodscalp }
21961 = { name = "Velkahala" culture = bloodscalp }
21962 = { name = "Malahala" culture = bloodscalp }
21963 = { name = "Zambala" culture = bloodscalp }
21964 = { name = "Foreva" culture = bloodscalp }
21965 = { name = "T'chkani" culture = bloodscalp }
21966 = { name = "T'pkala" culture = bloodscalp }
21967 = { name = "Zalajin" culture = bloodscalp }
21968 = { name = "Zalan'jin" culture = bloodscalp }
21969 = { name = "Zemba" culture = bloodscalp }
21970 = { name = "Zebala" culture = bloodscalp }
21971 = { name = "Zebawala" culture = bloodscalp }
21972 = { name = "Zekonjin" culture = bloodscalp }
21973 = { name = "Zantala" culture = bloodscalp }
21974 = { name = "Zurawana" culture = bloodscalp }
21975 = { name = "Zalewana" culture = bloodscalp }
21976 = { name = "Zakarawana" culture = bloodscalp }
21977 = { name = "Mbuka" culture = bloodscalp }
21978 = { name = "Ntuka" culture = bloodscalp }
21979 = { name = "Tskala" culture = bloodscalp }
21980 = { name = "Tiskala" culture = bloodscalp }
21981 = { name = "Walazamin" culture = bloodscalp }
21982 = { name = "Warazana" culture = bloodscalp }
21983 = { name = "Kazarjin" culture = bloodscalp }
21984 = { name = "Alkahalu" culture = bloodscalp }
21985 = { name = "Wzala" culture = bloodscalp }
21986 = { name = "Ktalu" culture = bloodscalp }
21987 = { name = "Wtalu" culture = bloodscalp }
21988 = { name = "Zebudalu" culture = bloodscalp }
21989 = { name = "Anadalu" culture = bloodscalp }
21990 = { name = "Dakari" culture = bloodscalp }
21991 = { name = "Kahirari" culture = bloodscalp }
21992 = { name = "Xuljin" culture = bloodscalp }
21993 = { name = "Xuhana" culture = bloodscalp }
21994 = { name = "Mbekala" culture = bloodscalp }
21995 = { name = "Terokala" culture = bloodscalp }
21996 = { name = "Wandalu" culture = bloodscalp }
21997 = { name = "Pomeranu" culture = bloodscalp }
21998 = { name = "Nkali" culture = bloodscalp }
21999 = { name = "Zantalajin" culture = bloodscalp }
22000 = { name = "Zebrajin" culture = bloodscalp }
22001 = { name = "Al'jibo" culture = bloodscalp }
22002 = { name = "Arrowtusk" culture = bloodscalp }
22003 = { name = "Bag'go" culture = bloodscalp }
22004 = { name = "Bastoon" culture = bloodscalp }
22005 = { name = "Windswatcher" culture = bloodscalp }
22006 = { name = "Beastwalker" culture = bloodscalp }
22007 = { name = "Steadfast" culture = bloodscalp }
22008 = { name = "Blazeweaver" culture = bloodscalp }
22009 = { name = "Bloodfrenzy" culture = bloodscalp }
22010 = { name = "Bloodteeth" culture = bloodscalp }
22011 = { name = "Bloodtusk" culture = bloodscalp }
22012 = { name = "Brokenspear" culture = bloodscalp }
22013 = { name = "Darktusk" culture = bloodscalp }
22014 = { name = "Drakebane" culture = bloodscalp }
22015 = { name = "Flamecaller" culture = bloodscalp }
22016 = { name = "Flamekeeper" culture = bloodscalp }
22017 = { name = "Firetusk" culture = bloodscalp }
22018 = { name = "Firewarder" culture = bloodscalp }
22019 = { name = "Gadrin" culture = bloodscalp }
22020 = { name = "Golomojo" culture = bloodscalp }
22021 = { name = "Grimtusk" culture = bloodscalp }
22022 = { name = "Blood Drinker" culture = bloodscalp }
22023 = { name = "Bloodfury" culture = bloodscalp }
22024 = { name = "Bloodlord" culture = bloodscalp }
22025 = { name = "Bloodrager" culture = bloodscalp }
22026 = { name = "Bloodrider" culture = bloodscalp }
22027 = { name = "Headhunter" culture = bloodscalp }
22028 = { name = "Hexxer" culture = bloodscalp }
22029 = { name = "Headsplitter" culture = bloodscalp }
22030 = { name = "Gutwrench" culture = bloodscalp }
22031 = { name = "Shadowcaster" culture = bloodscalp }
22032 = { name = "Seadog" culture = bloodscalp }
22033 = { name = "Hexx" culture = bloodscalp }
22034 = { name = "Hexxen" culture = bloodscalp }
22035 = { name = "Mojo" culture = bloodscalp }
22036 = { name = "Ji'ro" culture = bloodscalp }
22037 = { name = "Soulripper" culture = bloodscalp }
22038 = { name = "Duskwhisperer" culture = bloodscalp }
22039 = { name = "Longeye" culture = bloodscalp }
22040 = { name = "Manslayer" culture = bloodscalp }
22041 = { name = "Mandoom" culture = bloodscalp }
22042 = { name = "Manbane" culture = bloodscalp }
22043 = { name = "Flame Eater" culture = bloodscalp }
22044 = { name = "Dismantler" culture = bloodscalp }
22045 = { name = "Mordune" culture = bloodscalp }
22046 = { name = "Mossmeld" culture = bloodscalp }
22047 = { name = "Nightfang" culture = bloodscalp }
22048 = { name = "Loa-singer" culture = bloodscalp }
22049 = { name = "Spotter" culture = bloodscalp }
22050 = { name = "Shakko" culture = bloodscalp }
22051 = { name = "Toxifier" culture = bloodscalp }
22052 = { name = "Steeltusk" culture = bloodscalp }
22053 = { name = "Stonetusk" culture = bloodscalp }
22054 = { name = "Stormweaver" culture = bloodscalp }
22055 = { name = "Lifegrower" culture = bloodscalp }
22056 = { name = "Starcaller" culture = bloodscalp }
22057 = { name = "Thornhide" culture = bloodscalp }
22058 = { name = "Ironshaper" culture = bloodscalp }
22059 = { name = "Patchmonger" culture = bloodscalp }
22060 = { name = "Thundercall" culture = bloodscalp }
22061 = { name = "Two-Tusk" culture = bloodscalp }
22062 = { name = "Elementalist" culture = bloodscalp }
22063 = { name = "Vandal" culture = bloodscalp }
22064 = { name = "Sadist" culture = bloodscalp }
22065 = { name = "Zurani" culture = bloodscalp }
22066 = { name = "Eaglebane" culture = bloodscalp }
22067 = { name = "Two-Toes" culture = bloodscalp }
22068 = { name = "Hideskinner" culture = bloodscalp }
22069 = { name = "Scalper" culture = bloodscalp }
22070 = { name = "Warpbranch" culture = bloodscalp }
22071 = { name = "Gutchewer" culture = bloodscalp }
22072 = { name = "Subduer" culture = bloodscalp }
22073 = { name = "Gulkan" culture = bloodscalp }
22074 = { name = "Skullcrusher" culture = bloodscalp }
22075 = { name = "Ramuk" culture = bloodscalp }
22076 = { name = "Soothsayer" culture = bloodscalp }
22077 = { name = "Berserker" culture = bloodscalp }
22078 = { name = "Springbringer" culture = bloodscalp }
22079 = { name = "Elvenbane" culture = bloodscalp }
22080 = { name = "Elfeater" culture = bloodscalp }
22081 = { name = "Thunala" culture = bloodscalp }
22082 = { name = "Mbeki" culture = bloodscalp }
22083 = { name = "T'kani" culture = bloodscalp }
22084 = { name = "Lurakana" culture = bloodscalp }
22085 = { name = "Asnali" culture = bloodscalp }
22086 = { name = "Tetuleme" culture = bloodscalp }
22087 = { name = "Ruksaki" culture = bloodscalp }
22088 = { name = "Fenri" culture = bloodscalp }
22089 = { name = "Ndeku" culture = bloodscalp }
22090 = { name = "I'neku" culture = bloodscalp }
22091 = { name = "Tawani" culture = bloodscalp }
22092 = { name = "Tarawi" culture = bloodscalp }
22093 = { name = "Tarawami" culture = bloodscalp }
22094 = { name = "Osnetala" culture = bloodscalp }
22095 = { name = "Tsungu" culture = bloodscalp }
22096 = { name = "Mbungu" culture = bloodscalp }
22097 = { name = "Dnungu" culture = bloodscalp }
22098 = { name = "Pnungu" culture = bloodscalp }
22099 = { name = "Kari" culture = bloodscalp }
22100 = { name = "Nosekari" culture = bloodscalp }
22101 = { name = "Ajanlekoko" culture = bloodscalp }
22102 = { name = "Ormiata" culture = bloodscalp }
22103 = { name = "Apeloko" culture = bloodscalp }
22104 = { name = "Abimbola" culture = bloodscalp }
22105 = { name = "Abioye" culture = bloodscalp }
22106 = { name = "Adebowale" culture = bloodscalp }
22107 = { name = "Adisa" culture = bloodscalp }
22108 = { name = "Afia" culture = bloodscalp }
22109 = { name = "Afolabi" culture = bloodscalp }
22113 = { name = "Afua" culture = bloodscalp }
22111 = { name = "Akachi" culture = bloodscalp }
22112 = { name = "Akinyi" culture = bloodscalp }
22113 = { name = "Akua" culture = bloodscalp }
22114 = { name = "Baako" culture = bloodscalp }
22115 = { name = "Babajide" culture = bloodscalp }
22116 = { name = "Babak" culture = bloodscalp }
22117 = { name = "Babatunde" culture = bloodscalp }
22118 = { name = "Babette" culture = bloodscalp }
22119 = { name = "Chiamaka" culture = bloodscalp }
22120 = { name = "Chibuzo" culture = bloodscalp }
22121 = { name = "Chidike" culture = bloodscalp }
22122 = { name = "Cidubem" culture = bloodscalp }
22123 = { name = "Chike" culture = bloodscalp }
22124 = { name = "Chikelu" culture = bloodscalp }
22125 = { name = "Chikere" culture = bloodscalp }
22126 = { name = "Chipo" culture = bloodscalp }
22127 = { name = "Chuks" culture = bloodscalp }
22129 = { name = "Chukwuemeka" culture = bloodscalp }
22130 = { name = "Ekua" culture = bloodscalp }
22131 = { name = "Emeka" culture = bloodscalp }
22132 = { name = "Emem" culture = bloodscalp }
22133 = { name = "Faraji" culture = bloodscalp }
22134 = { name = "Femi" culture = bloodscalp }
22135 = { name = "Folami" culture = bloodscalp }
22136 = { name = "Fumnaya" culture = bloodscalp }
22137 = { name = "Furaha" culture = bloodscalp }
22138 = { name = "Ife" culture = bloodscalp }
22139 = { name = "Imamu" culture = bloodscalp }
22140 = { name = "Manslayer" culture = bloodscalp }
22141 = { name = "Imani" culture = bloodscalp }
22142 = { name = "Imari" culture = bloodscalp }
22143 = { name = "Jabari" culture = bloodscalp }
22144 = { name = "Jaheem" culture = bloodscalp }
22145 = { name = "Jaz" culture = bloodscalp }
22146 = { name = "Jelani" culture = bloodscalp }
22147 = { name = "Jojo" culture = bloodscalp }
22148 = { name = "Kanye" culture = bloodscalp }
22149 = { name = "Kenya" culture = bloodscalp }
22150 = { name = "Azikiwe" culture = bloodscalp }
22151 = { name = "Awolowo" culture = bloodscalp }
22152 = { name = "Bello" culture = bloodscalp }
22153 = { name = "Balewa" culture = bloodscalp }
22154 = { name = "Akintola" culture = bloodscalp }
22155 = { name = "Okotie-Eboh" culture = bloodscalp }
22156 = { name = "Nzeogwu" culture = bloodscalp }
22158 = { name = "Onwuatuegwu" culture = bloodscalp }
22159 = { name = "Okafor" culture = bloodscalp }
22160 = { name = "Okereke" culture = bloodscalp }
22161 = { name = "Okeke" culture = bloodscalp }
22162 = { name = "Okonkwo" culture = bloodscalp }
22163 = { name = "Okoye" culture = bloodscalp }
22164 = { name = "Okorie" culture = bloodscalp }
22165 = { name = "Obasanjo" culture = bloodscalp }
22166 = { name = "Babangida" culture = bloodscalp }
22167 = { name = "Buhari" culture = bloodscalp }
22168 = { name = "Dimka" culture = bloodscalp }
22169 = { name = "Diya" culture = bloodscalp }
22170 = { name = "Odili" culture = bloodscalp }
22171 = { name = "Ibori" culture = bloodscalp }
22172 = { name = "Igbinedion" culture = bloodscalp }
22173 = { name = "Alamiyeseigha" culture = bloodscalp }
22174 = { name = "Yar'adua" culture = bloodscalp }
22175 = { name = "Akpabio" culture = bloodscalp }
22176 = { name = "Attah" culture = bloodscalp }
22177 = { name = "Chukwumereije" culture = bloodscalp }
22178 = { name = "Akunyili" culture = bloodscalp }
22179 = { name = "Iweala" culture = bloodscalp }
22180 = { name = "Okonjo" culture = bloodscalp }
22181 = { name = "Ezekwesili" culture = bloodscalp }
22182 = { name = "Achebe" culture = bloodscalp }
22183 = { name = "Soyinka" culture = bloodscalp }
